area r_a chi_a chi_c IP eps #anions
26.6042 2.04 2.05 1.81 4.40 3.7363 1 # GaSb
22.874  1.93 2.18 1.81 5.32 2.4685 1 # GaAs
26.912 2.04 2.05 1.61 4.80 4.5684 1 # AlSb
22.73 1.93 2.18 1.61 5.32 3.7351 1 # AlAs
