-5.160208813266774719e+00 -5.340779901663594650e-20
-5.158559451221594649e+00 -1.601327302671471873e-09
-5.156910089176414580e+00 -3.142628315510216969e-09
-5.155260727131234511e+00 -4.625262112269361637e-09
-5.153611365086054441e+00 -6.050587766648641851e-09
-5.151962003040874372e+00 -7.419964352347781592e-09
-5.150312640995694302e+00 -8.734750943066505255e-09
-5.148663278950514233e+00 -9.996306612504536407e-09
-5.147013916905334163e+00 -1.120599043436160523e-08
-5.145364554860154094e+00 -1.236516148233744109e-08
-5.143715192814974024e+00 -1.347517883013176506e-08
-5.142065830769793955e+00 -1.453740155144430320e-08
-5.140416468724613885e+00 -1.555318871997478321e-08
-5.138767106679433816e+00 -1.652389940942293445e-08
-5.137117744634253746e+00 -1.745089269348847965e-08
-5.135468382589073677e+00 -1.833552764587114652e-08
-5.133819020543893608e+00 -1.917916334027065946e-08
-5.132169658498713538e+00 -1.998315885038674616e-08
-5.130520296453533469e+00 -2.074887324991914095e-08
-5.128870934408353399e+00 -2.147766561256755499e-08
-5.127221572363173330e+00 -2.217089501203172260e-08
-5.125572210317993260e+00 -2.282992052201136486e-08
-5.123922848272813191e+00 -2.345610121620622271e-08
-5.122273486227633121e+00 -2.405079616831600732e-08
-5.120624124182453052e+00 -2.461536445204045300e-08
-5.118974762137272982e+00 -2.515116514107927753e-08
-5.117325400092092913e+00 -2.565955730913222184e-08
-5.115676038046912844e+00 -2.614190002989899379e-08
-5.114026676001732774e+00 -2.659955237707932771e-08
-5.112377313956552705e+00 -2.703387342437295790e-08
-5.110727951911372635e+00 -2.744622224547960545e-08
-5.109078589866192566e+00 -2.783795791409899146e-08
-5.107429227821012496e+00 -2.821043201554233780e-08
-5.105779865775832427e+00 -2.856482704492356609e-08
-5.104130503730652357e+00 -2.890215813491280427e-08
-5.102481141685472288e+00 -2.922343327535375049e-08
-5.100831779640292218e+00 -2.952966045609012935e-08
-5.099182417595112149e+00 -2.982184766696566217e-08
-5.097533055549932079e+00 -3.010100289782404046e-08
-5.095883693504752010e+00 -3.036813413850899877e-08
-5.094234331459571941e+00 -3.062424937886425178e-08
-5.092584969414391871e+00 -3.087035660873351419e-08
-5.090935607369211802e+00 -3.110746381796049406e-08
-5.089286245324031732e+00 -3.133657899638891269e-08
-5.087636883278851663e+00 -3.155871013386247815e-08
-5.085987521233671593e+00 -3.177486522022491838e-08
-5.084338159188491524e+00 -3.198605224531994804e-08
