  -0.5160208813267E+01     -0.4158691391522E-02
  -0.5158559451222E+01     -0.8317382544082E-02
  -0.5156910089176E+01     -0.1247607298872E-01
  -0.5155260727131E+01     -0.1663476227417E-01
  -0.5153611365086E+01     -0.2079344996650E-01
  -0.5151962003041E+01     -0.2495213564865E-01
  -0.5150312640996E+01     -0.2911081892009E-01
  -0.5148663278951E+01     -0.3326949939634E-01
  -0.5147013916905E+01     -0.3742817670864E-01
  -0.5145364554860E+01     -0.4158685050349E-01
  -0.5143715192815E+01     -0.4574552044225E-01
  -0.5142065830770E+01     -0.4990418620078E-01
  -0.5140416468725E+01     -0.5406284746898E-01
  -0.5138767106679E+01     -0.5822150395041E-01
  -0.5137117744634E+01     -0.6238015536188E-01
  -0.5135468382589E+01     -0.6653880143304E-01
  -0.5133819020544E+01     -0.7069744190600E-01
  -0.5132169658499E+01     -0.7485607653488E-01
  -0.5130520296454E+01     -0.7901470508543E-01
  -0.5128870934408E+01     -0.8317332733465E-01
  -0.5127221572363E+01     -0.8733194307031E-01
  -0.5125572210318E+01     -0.9149055209064E-01
  -0.5123922848273E+01     -0.9564915420384E-01
  -0.5122273486228E+01     -0.9980774922772E-01
  -0.5120624124182E+01     -0.1039663369893E+00
  -0.5118974762137E+01     -0.1081249173244E+00
  -0.5117325400092E+01     -0.1122834900771E+00
  -0.5115676038047E+01     -0.1164420550996E+00
  -0.5114026676002E+01     -0.1206006122517E+00
  -0.5112377313957E+01     -0.1247591614002E+00
  -0.5110727951911E+01     -0.1289177024189E+00
  -0.5109078589866E+01     -0.1330762351876E+00
  -0.5107429227821E+01     -0.1372347595924E+00
  -0.5105779865776E+01     -0.1413932755248E+00
  -0.5104130503731E+01     -0.1455517828815E+00
  -0.5102481141685E+01     -0.1497102815644E+00
  -0.5100831779640E+01     -0.1538687714796E+00
  -0.5099182417595E+01     -0.1580272525381E+00
  -0.5097533055550E+01     -0.1621857246544E+00
  -0.5095883693505E+01     -0.1663441877471E+00
  -0.5094234331460E+01     -0.1705026417381E+00
  -0.5092584969414E+01     -0.1746610865524E+00
  -0.5090935607369E+01     -0.1788195221179E+00
  -0.5089286245324E+01     -0.1829779483651E+00
  -0.5087636883279E+01     -0.1871363652267E+00
  -0.5085987521234E+01     -0.1912947726371E+00
  -0.5084338159188E+01     -0.1954531705327E+00
  -0.5082688797143E+01     -0.1996115588510E+00
  -0.5081039435098E+01     -0.2037699375305E+00
  -0.5079390073053E+01     -0.2079283065108E+00
  -0.5077740711008E+01     -0.2120866657313E+00
  -0.5076091348963E+01     -0.2162450151322E+00
  -0.5074441986917E+01     -0.2204033546530E+00
